method,alpha,N,trial,time_ms,comparisons
In-order trasversal,8,1048576,7,108.622,1179507
In-order trasversal,8,1048576,8,111.147,1179497
In-order trasversal,8,1048576,9,112.975,1179485
In-order trasversal,8,1048576,10,117.045,1179499
In-order trasversal,8,1048576,11,126.534,1179488
In-order trasversal,8,1048576,12,112.206,1179502
In-order trasversal,8,1048576,13,115.427,1179516
In-order trasversal,8,1048576,14,115.653,1179504
In-order trasversal,8,1048576,15,117.236,1179525
In-order trasversal,8,1048576,16,112.326,1179479
In-order trasversal,8,1048576,17,112.196,1179488
In-order trasversal,8,1048576,18,113.212,1179519
In-order trasversal,8,1048576,19,109.38,1179514
In-order trasversal,8,1048576,20,111.676,1179522
In-order trasversal,64,4096,1,0.3038,4121
In-order trasversal,64,4096,2,0.2869,4140
In-order trasversal,64,4096,3,0.6684,3991
In-order trasversal,64,4096,4,0.7048,4120
In-order trasversal,64,4096,5,0.5409,4115
In-order trasversal,64,4096,6,0.2942,4108
In-order trasversal,64,4096,7,0.3373,4149
In-order trasversal,64,4096,8,0.3254,4157
In-order trasversal,64,4096,9,0.4416,4134
In-order trasversal,64,4096,10,0.3616,4138
In-order trasversal,64,4096,11,0.2967,4123
In-order trasversal,64,4096,12,0.3283,4159
In-order trasversal,64,4096,13,0.4012,4121
In-order trasversal,64,4096,14,0.2936,4127
In-order trasversal,64,4096,15,0.3188,4155
In-order trasversal,64,4096,16,0.283,4157
In-order trasversal,64,4096,17,0.2946,4048
In-order trasversal,64,4096,18,0.3032,4055
In-order trasversal,64,4096,19,0.3055,4158
In-order trasversal,64,4096,20,0.2916,4143
In-order trasversal,64,8192,1,0.576,8285
In-order trasversal,64,8192,2,0.5732,8152
In-order trasversal,64,8192,3,0.6014,8313
In-order trasversal,64,8192,4,0.744,8260
In-order trasversal,64,8192,5,0.5797,8303
In-order trasversal,64,8192,6,0.9694,8247
In-order trasversal,64,8192,7,0.5759,8317
In-order trasversal,64,8192,8,0.585,8287
In-order trasversal,64,8192,9,0.5873,8286
In-order trasversal,64,8192,10,0.581,8283
In-order trasversal,64,8192,11,0.5851,8212
In-order trasversal,64,8192,12,0.5931,8291
In-order trasversal,64,8192,13,0.6764,8318
In-order trasversal,64,8192,14,0.5886,8306
In-order trasversal,64,8192,15,0.5942,8314
In-order trasversal,64,8192,16,0.5888,8279
In-order trasversal,64,8192,17,0.5797,8230
In-order trasversal,64,8192,18,0.5898,8319
In-order trasversal,64,8192,19,0.5872,8073
In-order trasversal,64,8192,20,0.5784,8304
In-order trasversal,64,16384,1,1.3287,16626
In-order trasversal,64,16384,2,1.3051,16504
In-order trasversal,64,16384,3,1.2768,16599
In-order trasversal,64,16384,4,1.2931,16625
In-order trasversal,64,16384,5,1.2692,16619
In-order trasversal,64,16384,6,2.4333,16635
In-order trasversal,64,16384,7,1.3153,16540
In-order trasversal,64,16384,8,1.2728,16632
In-order trasversal,64,16384,9,1.2798,16508
In-order trasversal,64,16384,10,1.356,16639
In-order trasversal,64,16384,11,2.1035,16596
In-order trasversal,64,16384,12,2.0559,16579
In-order trasversal,64,16384,13,2.0291,16626
In-order trasversal,64,16384,14,2.6131,16628
In-order trasversal,64,16384,15,1.2963,16634
In-order trasversal,64,16384,16,1.2831,16609
In-order trasversal,64,16384,17,1.2972,16627
In-order trasversal,64,16384,18,2.0974,16541
In-order trasversal,64,16384,19,2.0987,16600
In-order trasversal,64,16384,20,2.0327,16533
In-order trasversal,64,32768,1,2.9593,33240
In-order trasversal,64,32768,2,2.7547,33239
In-order trasversal,64,32768,3,4.4641,33256
In-order trasversal,64,32768,4,2.7596,33272
In-order trasversal,64,32768,5,2.7721,33213
In-order trasversal,64,32768,6,2.6264,33253
In-order trasversal,64,32768,7,2.6367,33278
In-order trasversal,64,32768,8,2.7013,33271
In-order trasversal,64,32768,9,2.5955,33213
In-order trasversal,64,32768,10,2.6318,33233
In-order trasversal,64,32768,11,3.5315,33241
In-order trasversal,64,32768,12,2.6585,33279
In-order trasversal,64,32768,13,3.5998,32966
In-order trasversal,64,32768,14,2.7161,33209
In-order trasversal,64,32768,15,2.8844,33193
In-order trasversal,64,32768,16,2.6661,33097
In-order trasversal,64,32768,17,2.8798,33223
In-order trasversal,64,32768,18,2.8176,33273
In-order trasversal,64,32768,19,3.4028,33275
In-order trasversal,64,32768,20,2.6896,33256
In-order trasversal,64,65536,1,6.585,66509
In-order trasversal,64,65536,2,5.5495,66555
In-order trasversal,64,65536,3,5.7109,66556
In-order trasversal,64,65536,4,5.6009,66435
In-order trasversal,64,65536,5,5.6052,66554
In-order trasversal,64,65536,6,5.6246,66530
In-order trasversal,64,65536,7,6.4686,66536
In-order trasversal,64,65536,8,6.7421,66456
In-order trasversal,64,65536,9,6.4854,66415
In-order trasversal,64,65536,10,7.4676,66471
In-order trasversal,64,65536,11,5.4502,66535
In-order trasversal,64,65536,12,5.7309,66209
In-order trasversal,64,65536,13,5.9044,66490
In-order trasversal,64,65536,14,5.5342,66524
In-order trasversal,64,65536,15,5.5708,66411
In-order trasversal,64,65536,16,7.7056,66456
In-order trasversal,64,65536,17,5.5831,66505
In-order trasversal,64,65536,18,5.7589,66525
In-order trasversal,64,65536,19,5.4547,66532
In-order trasversal,64,65536,20,5.1643,66508
In-order trasversal,64,131072,1,12.1136,132870
In-order trasversal,64,131072,2,13.0467,132991
In-order trasversal,64,131072,3,11.3453,133089
In-order trasversal,64,131072,4,12.3151,132856
In-order trasversal,64,131072,5,13.4052,133069
In-order trasversal,64,131072,6,10.7369,133103
In-order trasversal,64,131072,7,10.4587,133095
In-order trasversal,64,131072,8,10.676,133025
In-order trasversal,64,131072,9,11.21,133107
In-order trasversal,64,131072,10,10.7786,133026
In-order trasversal,64,131072,11,10.7329,133047
In-order trasversal,64,131072,12,10.5622,133094
In-order trasversal,64,131072,13,10.6917,133078
In-order trasversal,64,131072,14,10.5636,133107
In-order trasversal,64,131072,15,11.5256,133096
In-order trasversal,64,131072,16,14.5757,133094
In-order trasversal,64,131072,17,10.6352,133066
In-order trasversal,64,131072,18,11.1407,133116
In-order trasversal,64,131072,19,12.435,133117
In-order trasversal,64,131072,20,10.7239,132988
In-order trasversal,64,262144,1,23.8887,266172
In-order trasversal,64,262144,2,24.6624,266057
In-order trasversal,64,262144,3,27.2715,266180
In-order trasversal,64,262144,4,25.5704,266165
In-order trasversal,64,262144,5,22.9687,266148
In-order trasversal,64,262144,6,24.4826,266191
In-order trasversal,64,262144,7,25.9382,266143
In-order trasversal,64,262144,8,24.0048,266137
In-order trasversal,64,262144,9,22.9003,266189
In-order trasversal,64,262144,10,29.5706,266219
In-order trasversal,64,262144,11,23.2366,266204
In-order trasversal,64,262144,12,23.8127,266215
In-order trasversal,64,262144,13,28.9304,266189
In-order trasversal,64,262144,14,29.8223,266225
In-order trasversal,64,262144,15,24.8582,266175
In-order trasversal,64,262144,16,23.726,266207
In-order trasversal,64,262144,17,24.4909,266184
In-order trasversal,64,262144,18,25.9481,266178
In-order trasversal,64,262144,19,24.7913,266206
In-order trasversal,64,262144,20,24.9582,266143
In-order trasversal,64,524288,1,56.0179,532443
In-order trasversal,64,524288,2,52.7374,532376
In-order trasversal,64,524288,3,48.0169,532431
In-order trasversal,64,524288,4,55.7373,532392
In-order trasversal,64,524288,5,51.0709,532341
In-order trasversal,64,524288,6,51.6074,532195
In-order trasversal,64,524288,7,51.1332,532265
In-order trasversal,64,524288,8,54.7059,532378
In-order trasversal,64,524288,9,50.459,532397
In-order trasversal,64,524288,10,51.7306,532451
In-order trasversal,64,524288,11,59.0775,532446
In-order trasversal,64,524288,12,56.8311,532412
In-order trasversal,64,524288,13,54.6234,532425
In-order trasversal,64,524288,14,48.6898,532401
In-order trasversal,64,524288,15,48.83,532395
In-order trasversal,64,524288,16,53.786,532423
In-order trasversal,64,524288,17,48.3988,532442
In-order trasversal,64,524288,18,50.531,532402
In-order trasversal,64,524288,19,57.3442,532433
In-order trasversal,64,524288,20,50.5774,532384
In-order trasversal,64,1048576,1,102.49,1064722
In-order trasversal,64,1048576,2,99.0322,1064787
In-order trasversal,64,1048576,3,100.195,1064814
In-order trasversal,64,1048576,4,100.068,1064631
In-order trasversal,64,1048576,5,102.288,1064823
In-order trasversal,64,1048576,6,105.173,1064753
In-order trasversal,64,1048576,7,99.5743,1064821
In-order trasversal,64,1048576,8,103.422,1064611
In-order trasversal,64,1048576,9,98.4391,1064749
In-order trasversal,64,1048576,10,99.0497,1064738
In-order trasversal,64,1048576,11,99.6869,1064750
In-order trasversal,64,1048576,12,104.743,1064743
In-order trasversal,64,1048576,13,102.633,1064814
In-order trasversal,64,1048576,14,100.949,1064825
In-order trasversal,64,1048576,15,96.8318,1064716
In-order trasversal,64,1048576,16,110.357,1064628
In-order trasversal,64,1048576,17,100.169,1064717
In-order trasversal,64,1048576,18,108.549,1064816
In-order trasversal,64,1048576,19,97.1544,1064764
In-order trasversal,64,1048576,20,99.0843,1064684
In-order trasversal,512,4096,1,0.3055,3943
In-order trasversal,512,4096,2,0.2896,4005
In-order trasversal,512,4096,3,0.289,3862
In-order trasversal,512,4096,4,0.2767,3374
In-order trasversal,512,4096,5,0.2895,4070
In-order trasversal,512,4096,6,0.305,3739
In-order trasversal,512,4096,7,0.2972,3539
In-order trasversal,512,4096,8,0.288,3877
In-order trasversal,512,4096,9,0.2972,4072
In-order trasversal,512,4096,10,0.2825,3437
In-order trasversal,512,4096,11,0.2879,3956
In-order trasversal,512,4096,12,0.2899,3378
In-order trasversal,512,4096,13,0.3138,4103
In-order trasversal,512,4096,14,0.3046,4023
In-order trasversal,512,4096,15,0.2918,3693
In-order trasversal,512,4096,16,0.2922,3817
In-order trasversal,512,4096,17,0.2866,3361
In-order trasversal,512,4096,18,0.2866,3754
In-order trasversal,512,4096,19,0.5167,3702
In-order trasversal,512,4096,20,0.7576,4050
In-order trasversal,512,8192,1,0.5872,7065
In-order trasversal,512,8192,2,0.5896,8016
In-order trasversal,512,8192,3,0.5981,7947
In-order trasversal,512,8192,4,0.5664,8076
In-order trasversal,512,8192,5,0.5809,7933
In-order trasversal,512,8192,6,0.5979,7474
In-order trasversal,512,8192,7,1.4347,8125
In-order trasversal,512,8192,8,0.5838,8199
In-order trasversal,512,8192,9,0.6851,8138
In-order trasversal,512,8192,10,0.6308,8136
In-order trasversal,512,8192,11,0.577,8049
In-order trasversal,512,8192,12,0.6332,7876
In-order trasversal,512,8192,13,0.5947,7438
In-order trasversal,512,8192,14,0.5901,6628
In-order trasversal,512,8192,15,0.6168,7908
In-order trasversal,512,8192,16,0.9513,7743
In-order trasversal,512,8192,17,0.9811,6525
In-order trasversal,512,8192,18,0.5835,7950
In-order trasversal,512,8192,19,0.5969,7491
In-order trasversal,512,8192,20,0.6332,7513
In-order trasversal,512,16384,1,1.4141,15907
In-order trasversal,512,16384,2,2.4454,16323
In-order trasversal,512,16384,3,1.4191,15930
In-order trasversal,512,16384,4,1.3459,15781
In-order trasversal,512,16384,5,1.348,16362
In-order trasversal,512,16384,6,1.344,16298
In-order trasversal,512,16384,7,1.3265,15840
In-order trasversal,512,16384,8,1.3138,15750
In-order trasversal,512,16384,9,1.2574,15361
In-order trasversal,512,16384,10,1.3871,16065
In-order trasversal,512,16384,11,1.4995,15899
In-order trasversal,512,16384,12,1.4369,15849
In-order trasversal,512,16384,13,1.3355,16207
In-order trasversal,512,16384,14,1.5569,16267
In-order trasversal,512,16384,15,1.2659,16185
In-order trasversal,512,16384,16,1.3241,16271
In-order trasversal,512,16384,17,1.34,16383
In-order trasversal,512,16384,18,1.3404,16039
In-order trasversal,512,16384,19,1.3264,15406
In-order trasversal,512,16384,20,1.354,16111
In-order trasversal,512,32768,1,2.9305,32554
In-order trasversal,512,32768,2,2.7497,31786
In-order trasversal,512,32768,3,3.0302,30990
In-order trasversal,512,32768,4,2.7366,32768
In-order trasversal,512,32768,5,3.1833,32773
In-order trasversal,512,32768,6,2.6874,32132
In-order trasversal,512,32768,7,2.9591,32058
In-order trasversal,512,32768,8,2.8252,31907
In-order trasversal,512,32768,9,3.6142,31781
In-order trasversal,512,32768,10,2.7524,32776
In-order trasversal,512,32768,11,2.8772,32734
In-order trasversal,512,32768,12,2.6591,32618
In-order trasversal,512,32768,13,2.6826,31902
In-order trasversal,512,32768,14,2.6424,32798
In-order trasversal,512,32768,15,2.8154,31916
In-order trasversal,512,32768,16,2.658,31397
In-order trasversal,512,32768,17,2.6487,31390
In-order trasversal,512,32768,18,3.4115,32689
In-order trasversal,512,32768,19,2.6679,32353
In-order trasversal,512,32768,20,3.2316,31401
In-order trasversal,512,65536,1,7.5542,64296
In-order trasversal,512,65536,2,5.7183,65071
In-order trasversal,512,65536,3,5.7842,65090
In-order trasversal,512,65536,4,5.6147,65546
In-order trasversal,512,65536,5,5.4835,65453
In-order trasversal,512,65536,6,5.6025,65279
In-order trasversal,512,65536,7,7.5448,62885
In-order trasversal,512,65536,8,5.7911,65413
In-order trasversal,512,65536,9,5.313,64966
In-order trasversal,512,65536,10,5.4071,65437
In-order trasversal,512,65536,11,5.2856,65101
In-order trasversal,512,65536,12,6.1327,65424
In-order trasversal,512,65536,13,5.5679,65161
In-order trasversal,512,65536,14,5.531,65396
In-order trasversal,512,65536,15,5.153,64412
In-order trasversal,512,65536,16,5.5002,64958
In-order trasversal,512,65536,17,8.4048,65542
In-order trasversal,512,65536,18,5.0216,65563
In-order trasversal,512,65536,19,4.9802,64526
In-order trasversal,512,65536,20,5.0458,65653
In-order trasversal,512,131072,1,13.9992,130217
In-order trasversal,512,131072,2,11.5248,131060
In-order trasversal,512,131072,3,11.3015,129315
In-order trasversal,512,131072,4,12.4848,131198
In-order trasversal,512,131072,5,15.5437,130751
In-order trasversal,512,131072,6,10.7809,131084
In-order trasversal,512,131072,7,11.3588,130759
In-order trasversal,512,131072,8,10.8416,131052
In-order trasversal,512,131072,9,10.4959,131221
In-order trasversal,512,131072,10,10.0676,130849
In-order trasversal,512,131072,11,14.9291,131039
In-order trasversal,512,131072,12,10.8649,130468
In-order trasversal,512,131072,13,16.1432,131251
In-order trasversal,512,131072,14,11.1745,130968
In-order trasversal,512,131072,15,10.9424,130552
In-order trasversal,512,131072,16,11.1647,131178
In-order trasversal,512,131072,17,13.3141,131179
In-order trasversal,512,131072,18,11.2239,130926
In-order trasversal,512,131072,19,11.2094,130995
In-order trasversal,512,131072,20,10.6509,131242
In-order trasversal,512,262144,1,24.3001,262216
In-order trasversal,512,262144,2,28.1068,262500
In-order trasversal,512,262144,3,25.333,262604
In-order trasversal,512,262144,4,26.2474,261998
In-order trasversal,512,262144,5,27.7872,262516
In-order trasversal,512,262144,6,22.9699,262616
In-order trasversal,512,262144,7,22.2181,262038
In-order trasversal,512,262144,8,22.2773,262259
In-order trasversal,512,262144,9,23.981,262236
In-order trasversal,512,262144,10,23.3998,262281
In-order trasversal,512,262144,11,22.3459,261587
In-order trasversal,512,262144,12,23.0111,261986
In-order trasversal,512,262144,13,22.479,262583
In-order trasversal,512,262144,14,24.6425,262388
In-order trasversal,512,262144,15,23.8348,262118
In-order trasversal,512,262144,16,23.1181,262629
In-order trasversal,512,262144,17,28.1557,262622
In-order trasversal,512,262144,18,31.414,262410
In-order trasversal,512,262144,19,24.8347,262449
In-order trasversal,512,262144,20,29.4395,262264
In-order trasversal,512,524288,1,49.9147,524751
In-order trasversal,512,524288,2,47.8332,525099
In-order trasversal,512,524288,3,48.5553,524819
In-order trasversal,512,524288,4,48.4258,525214
In-order trasversal,512,524288,5,47.8832,525281
In-order trasversal,512,524288,6,51.7777,524811
In-order trasversal,512,524288,7,51.1851,525028
In-order trasversal,512,524288,8,50.3412,525172
In-order trasversal,512,524288,9,54.7524,525247
In-order trasversal,512,524288,10,58.1183,524889
In-order trasversal,512,524288,11,56.109,524577
In-order trasversal,512,524288,12,51.5612,525141
In-order trasversal,512,524288,13,46.9738,524262
In-order trasversal,512,524288,14,54.0778,525239
In-order trasversal,512,524288,15,48.2405,524481
In-order trasversal,512,524288,16,53.1355,525195
In-order trasversal,512,524288,17,55.1795,525198
In-order trasversal,512,524288,18,47.409,524333
In-order trasversal,512,524288,19,48.8345,525022
In-order trasversal,512,524288,20,54.8999,524704
In-order trasversal,512,1048576,1,100.049,1050269
In-order trasversal,512,1048576,2,104.952,1050329
In-order trasversal,512,1048576,3,101.493,1049828
In-order trasversal,512,1048576,4,94.9736,1049794
In-order trasversal,512,1048576,5,97.0749,1050148
In-order trasversal,512,1048576,6,103.373,1050453
In-order trasversal,512,1048576,7,104.025,1050347
In-order trasversal,512,1048576,8,102.195,1050433
In-order trasversal,512,1048576,9,100.97,1050363
In-order trasversal,512,1048576,10,100.157,1049757
In-order trasversal,512,1048576,11,102.169,1049717
In-order trasversal,512,1048576,12,95.6753,1050496
In-order trasversal,512,1048576,13,99.9174,1049450
In-order trasversal,512,1048576,14,104.994,1049926
In-order trasversal,512,1048576,15,103.872,1050044
In-order trasversal,512,1048576,16,96.2247,1050468
In-order trasversal,512,1048576,17,95.3355,1050289
In-order trasversal,512,1048576,18,96.9107,1049377
In-order trasversal,512,1048576,19,102.389,1049754
In-order trasversal,512,1048576,20,109.377,1050312
In-order trasversal,4096,4096,1,0.2906,1225
In-order trasversal,4096,4096,2,0.2821,712
In-order trasversal,4096,4096,3,0.2864,2499
In-order trasversal,4096,4096,4,0.2759,345
In-order trasversal,4096,4096,5,0.3072,3142
In-order trasversal,4096,4096,6,0.2798,628
In-order trasversal,4096,4096,7,0.3099,2238
In-order trasversal,4096,4096,8,0.2872,865
In-order trasversal,4096,4096,9,0.2827,1247
In-order trasversal,4096,4096,10,0.3232,2310
In-order trasversal,4096,4096,11,0.2912,2642
In-order trasversal,4096,4096,12,0.3551,3664
In-order trasversal,4096,4096,13,0.3842,3140
In-order trasversal,4096,4096,14,0.4431,3823
In-order trasversal,4096,4096,15,0.2842,817
In-order trasversal,4096,4096,16,0.2758,1561
In-order trasversal,4096,4096,17,0.2786,482
In-order trasversal,4096,4096,18,0.2812,1045
In-order trasversal,4096,4096,19,0.2871,3346
In-order trasversal,4096,4096,20,0.303,3309
In-order trasversal,4096,8192,1,0.5658,1167
In-order trasversal,4096,8192,2,0.5607,2386
In-order trasversal,4096,8192,3,0.6103,4790
In-order trasversal,4096,8192,4,0.5565,3253
In-order trasversal,4096,8192,5,0.5565,3717
In-order trasversal,4096,8192,6,0.5823,6955
In-order trasversal,4096,8192,7,0.573,5718
In-order trasversal,4096,8192,8,0.5686,4957
In-order trasversal,4096,8192,9,0.5976,8103
In-order trasversal,4096,8192,10,0.574,3540
In-order trasversal,4096,8192,11,0.5688,5371
In-order trasversal,4096,8192,12,0.5896,7386
In-order trasversal,4096,8192,13,0.6519,6263
In-order trasversal,4096,8192,14,0.5779,7780
In-order trasversal,4096,8192,15,0.5913,6708
In-order trasversal,4096,8192,16,0.8488,5822
In-order trasversal,4096,8192,17,0.5839,7705
In-order trasversal,4096,8192,18,0.5687,3977
In-order trasversal,4096,8192,19,0.5977,7700
In-order trasversal,4096,8192,20,0.5795,5910
In-order trasversal,4096,16384,1,1.4867,16171
In-order trasversal,4096,16384,2,1.5564,14790
In-order trasversal,4096,16384,3,1.5694,11099
In-order trasversal,4096,16384,4,1.6045,15400
In-order trasversal,4096,16384,5,1.7415,10759
In-order trasversal,4096,16384,6,1.9943,14775
In-order trasversal,4096,16384,7,1.3765,16377
In-order trasversal,4096,16384,8,1.2924,12829
In-order trasversal,4096,16384,9,1.304,15500
In-order trasversal,4096,16384,10,1.3115,10909
In-order trasversal,4096,16384,11,1.28,13073
In-order trasversal,4096,16384,12,1.3017,16130
In-order trasversal,4096,16384,13,1.2889,14035
In-order trasversal,4096,16384,14,1.6341,15559
In-order trasversal,4096,16384,15,1.8246,9095
In-order trasversal,4096,16384,16,1.7797,15054
In-order trasversal,4096,16384,17,2.0615,10411
In-order trasversal,4096,16384,18,1.2976,16015
In-order trasversal,4096,16384,19,1.4294,15851
In-order trasversal,4096,16384,20,1.2976,9479
In-order trasversal,4096,32768,1,3.2605,29922
In-order trasversal,4096,32768,2,3.4944,29642
In-order trasversal,4096,32768,3,3.3747,32093
In-order trasversal,4096,32768,4,3.7779,16365
In-order trasversal,4096,32768,5,4.4778,31438
In-order trasversal,4096,32768,6,3.1927,31442
In-order trasversal,4096,32768,7,3.0237,23959
In-order trasversal,4096,32768,8,4.154,28646
In-order trasversal,4096,32768,9,3.6101,29928
In-order trasversal,4096,32768,10,2.7935,26531
In-order trasversal,4096,32768,11,3.8004,24893
In-order trasversal,4096,32768,12,3.1391,29426
In-order trasversal,4096,32768,13,3.4337,31013
In-order trasversal,4096,32768,14,3.7388,23448
In-order trasversal,4096,32768,15,2.7141,27555
In-order trasversal,4096,32768,16,3.03,27944
In-order trasversal,4096,32768,17,3.0597,31049
In-order trasversal,4096,32768,18,2.7919,26759
In-order trasversal,4096,32768,19,3.1374,31550
In-order trasversal,4096,32768,20,3.1924,25368
In-order trasversal,4096,65536,1,6.2077,50640
In-order trasversal,4096,65536,2,5.5495,53581
In-order trasversal,4096,65536,3,5.3312,61936
In-order trasversal,4096,65536,4,5.8359,58656
In-order trasversal,4096,65536,5,6.0443,63300
In-order trasversal,4096,65536,6,5.7357,64945
In-order trasversal,4096,65536,7,5.5473,59608
In-order trasversal,4096,65536,8,5.6231,63537
In-order trasversal,4096,65536,9,6.1562,61691
In-order trasversal,4096,65536,10,5.9708,65135
In-order trasversal,4096,65536,11,5.0527,57428
In-order trasversal,4096,65536,12,5.5643,61951
In-order trasversal,4096,65536,13,5.4029,65345
In-order trasversal,4096,65536,14,5.0838,63358
In-order trasversal,4096,65536,15,5.2727,59364
In-order trasversal,4096,65536,16,5.0427,65343
In-order trasversal,4096,65536,17,5.0076,64661
In-order trasversal,4096,65536,18,5.4599,62709
In-order trasversal,4096,65536,19,5.3893,64909
In-order trasversal,4096,65536,20,5.4452,65143
In-order trasversal,4096,131072,1,12.9916,128298
In-order trasversal,4096,131072,2,10.5544,130870
In-order trasversal,4096,131072,3,10.61,130548
In-order trasversal,4096,131072,4,10.5422,126526
In-order trasversal,4096,131072,5,10.6338,130188
In-order trasversal,4096,131072,6,11.4682,129078
In-order trasversal,4096,131072,7,10.8837,125756
In-order trasversal,4096,131072,8,10.755,124806
In-order trasversal,4096,131072,9,10.2558,127279
In-order trasversal,4096,131072,10,10.3511,123851
In-order trasversal,4096,131072,11,11.0917,125820
In-order trasversal,4096,131072,12,10.0951,129857
In-order trasversal,4096,131072,13,10.9054,130886
In-order trasversal,4096,131072,14,10.1112,126122
In-order trasversal,4096,131072,15,9.9803,129745
In-order trasversal,4096,131072,16,10.7501,126655
In-order trasversal,4096,131072,17,10.7267,128208
In-order trasversal,4096,131072,18,11.2792,125966
In-order trasversal,4096,131072,19,12.0145,127050
In-order trasversal,4096,131072,20,12.6138,125329
In-order trasversal,4096,262144,1,25.0328,257354
In-order trasversal,4096,262144,2,23.9974,256617
In-order trasversal,4096,262144,3,24.8876,261807
In-order trasversal,4096,262144,4,27.1005,256326
In-order trasversal,4096,262144,5,23.6892,261748
In-order trasversal,4096,262144,6,25.3241,261244
In-order trasversal,4096,262144,7,22.739,259349
In-order trasversal,4096,262144,8,25.4521,261534
In-order trasversal,4096,262144,9,25.4407,262123
In-order trasversal,4096,262144,10,25.0219,255254
In-order trasversal,4096,262144,11,26.3803,261201
In-order trasversal,4096,262144,12,24.698,256971
In-order trasversal,4096,262144,13,26.1351,261685
In-order trasversal,4096,262144,14,26.1677,259072
In-order trasversal,4096,262144,15,24.7432,262186
In-order trasversal,4096,262144,16,24.685,248562
In-order trasversal,4096,262144,17,23.2143,257238
In-order trasversal,4096,262144,18,25.4497,257249
In-order trasversal,4096,262144,19,24.332,261030
In-order trasversal,4096,262144,20,23.9174,255509
In-order trasversal,4096,524288,1,48.1612,520807
In-order trasversal,4096,524288,2,50.3786,520895
In-order trasversal,4096,524288,3,51.0875,521325
In-order trasversal,4096,524288,4,52.0217,523337
In-order trasversal,4096,524288,5,49.9054,523925
In-order trasversal,4096,524288,6,51.1728,523011
In-order trasversal,4096,524288,7,53.6344,523343
In-order trasversal,4096,524288,8,53.0761,521916
In-order trasversal,4096,524288,9,54.0233,523154
In-order trasversal,4096,524288,10,65.4204,517645
In-order trasversal,4096,524288,11,52.6572,517207
In-order trasversal,4096,524288,12,52.6975,524245
In-order trasversal,4096,524288,13,54.325,523832
In-order trasversal,4096,524288,14,50.5916,519748
In-order trasversal,4096,524288,15,51.4828,519134
In-order trasversal,4096,524288,16,52.6985,521266
In-order trasversal,4096,524288,17,59.2817,519382
In-order trasversal,4096,524288,18,52.1114,514256
In-order trasversal,4096,524288,19,49.8913,522610
In-order trasversal,4096,524288,20,47.1978,519711
In-order trasversal,4096,1048576,1,96.9041,1043407
In-order trasversal,4096,1048576,2,97.4635,1047316
In-order trasversal,4096,1048576,3,101.2,1042537
In-order trasversal,4096,1048576,4,100.463,1038314
In-order trasversal,4096,1048576,5,102.391,1048150
In-order trasversal,4096,1048576,6,104.234,1039489
In-order trasversal,4096,1048576,7,98.2494,1047864
In-order trasversal,4096,1048576,8,99.4479,1046370
In-order trasversal,4096,1048576,9,108.507,1046983
In-order trasversal,4096,1048576,10,102.454,1044526
In-order trasversal,4096,1048576,11,101.786,1048108
In-order trasversal,4096,1048576,12,97.2893,1048496
In-order trasversal,4096,1048576,13,96.7573,1046931
In-order trasversal,4096,1048576,14,99.2043,1046029
In-order trasversal,4096,1048576,15,96.6339,1041147
In-order trasversal,4096,1048576,16,99.9837,1043844
In-order trasversal,4096,1048576,17,108.452,1048100
In-order trasversal,4096,1048576,18,95.4008,1046276
In-order trasversal,4096,1048576,19,106.97,1048430
In-order trasversal,4096,1048576,20,96.4677,1048524
Brown and Tarjan's,1,4096,1,0.8413,16008
Brown and Tarjan's,1,4096,2,0.7656,15953
Brown and Tarjan's,1,4096,3,0.8403,16024
Brown and Tarjan's,1,4096,4,0.7593,15995
Brown and Tarjan's,1,4096,5,0.7602,15997
Brown and Tarjan's,1,4096,6,1.4627,16003
Brown and Tarjan's,1,4096,7,0.7986,16045
Brown and Tarjan's,1,4096,8,0.752,15960
Brown and Tarjan's,1,4096,9,0.8165,16037
Brown and Tarjan's,1,4096,10,0.8242,16061
Brown and Tarjan's,1,4096,11,0.8584,16036
Brown and Tarjan's,1,4096,12,0.7985,16031
Brown and Tarjan's,1,4096,13,0.7669,16021
Brown and Tarjan's,1,4096,14,1.159,15998
Brown and Tarjan's,1,4096,15,0.7681,16037
Brown and Tarjan's,1,4096,16,0.7667,16010
Brown and Tarjan's,1,4096,17,0.7483,16014
Brown and Tarjan's,1,4096,18,0.7518,16075
Brown and Tarjan's,1,4096,19,0.8739,15976
Brown and Tarjan's,1,4096,20,0.762,15987
Brown and Tarjan's,1,8192,1,1.5744,32009
Brown and Tarjan's,1,8192,2,1.4968,32053
Brown and Tarjan's,1,8192,3,1.5068,32100
Brown and Tarjan's,1,8192,4,2.0819,32110
Brown and Tarjan's,1,8192,5,1.8922,31937
Brown and Tarjan's,1,8192,6,1.502,32121
Brown and Tarjan's,1,8192,7,1.5078,32129
Brown and Tarjan's,1,8192,8,1.4944,31970
Brown and Tarjan's,1,8192,9,2.2329,32010
Brown and Tarjan's,1,8192,10,1.6218,32062
Brown and Tarjan's,1,8192,11,1.6069,32060
Brown and Tarjan's,1,8192,12,1.5995,32039
Brown and Tarjan's,1,8192,13,1.9156,32037
Brown and Tarjan's,1,8192,14,1.5419,32108
Brown and Tarjan's,1,8192,15,1.4926,32035
Brown and Tarjan's,1,8192,16,1.5,32024
Brown and Tarjan's,1,8192,17,1.8528,31997
Brown and Tarjan's,1,8192,18,1.5256,32079
Brown and Tarjan's,1,8192,19,1.5065,32007
